,Mutation date,ID,Gender,Age,Birthdate,Life expectancy,Marital status,Couple nr,Marriage duration,Marriage end date,Marriage intention,Marriage age,Wedding date,Employment status,Income,Capital,Children,NrChildren,Birth age,Birthing date,Alive,Event
5032,2011-01-01,5032,Female,80,1931-05-31,0.03682,Married,1006,,2030-11-09,No,,,Retired,71776,-11095,No,2,,NA,1,Created
5033,2011-01-01,5033,Male,25,1986-06-06,0.00033999999999999997,Single,0,,,Yes,30.0,2016-09-15,Permanent contract,3241,-5550,Yes,0,,NA,1,Created
5034,2011-01-01,5034,Male,10,2001-01-04,0.00011999999999999999,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5035,2011-01-01,5035,Male,23,1988-11-21,0.00039,Single,0,,,Yes,30.0,2018-03-30,Flexible contract,16379,46089,No,0,,NA,1,Created
5036,2011-01-01,5036,Female,36,1975-09-17,0.00049,Single,0,,,Yes,28.0,,Flexible contract,26723,399488,No,0,,NA,1,Created
5037,2011-01-01,5037,Female,54,1957-08-18,0.00313,Married,1007,,2052-10-11,No,,,Flexible contract,26409,31769,No,2,,NA,1,Created
5038,2011-01-01,5038,Male,6,2005-09-22,5.9999999999999995e-05,Single,0,,,No,,,Child,0,0,No,0,,NA,1,Created
5039,2011-01-01,5039,Female,27,1984-09-20,0.00025,Single,0,,,Yes,20.0,,Permanent contract,18488,-47596,Yes,0,29.0,2013-12-29,1,Created
5040,2011-01-01,5040,Female,13,1998-07-14,0.00011999999999999999,Single,0,,,Yes,30.0,2028-12-26,Child,0,0,No,0,27.0,2025-08-27,1,Created
5041,2011-01-01,5041,Female,11,2000-12-29,7e-05,Single,0,,,No,,,Child,0,0,Yes,0,24.0,2024-02-05,1,Created
5042,2011-01-01,5042,Female,37,1974-12-27,0.00057,Married,1008,,2030-09-05,Yes,,,Permanent contract,28886,3074,No,1,,NA,1,Created
5043,2011-01-01,5043,Male,48,1963-07-01,0.0021100000000000003,Divorced,0,,,No,,,Permanent contract,7545,319358,No,0,,NA,1,Created
5044,2011-01-01,5044,Female,41,1970-08-13,0.0007700000000000001,Single,0,,,No,,,Flexible contract,25931,-5688,No,0,,NA,1,Created
5045,2011-01-01,5045,Female,37,1974-06-04,0.00057,Divorced,0,,,No,,,Flexible contract,20822,6683,Yes,0,,NA,1,Created
5046,2011-01-01,5046,Male,72,1939-11-14,0.02384,Married,988,,2047-12-15,Yes,,,Retired,14572,10895,No,1,,NA,1,Created
5047,2011-01-01,5047,Female,80,1931-01-02,0.03682,Widowed,0,,,Yes,,,Retired,31996,178794,Yes,0,,NA,1,Created
5048,2011-01-01,5048,Female,10,2001-06-08,0.0001,Single,0,,,Yes,45.0,2046-10-30,Child,0,0,No,0,42.0,2043-03-31,1,Created
5049,2011-01-01,5049,Female,43,1968-04-30,0.0009699999999999999,Married,1009,,2015-12-17,Yes,,,Permanent contract,6602,-15624,Yes,2,,NA,1,Created
5050,2011-01-01,5050,Male,21,1990-04-22,0.00045,Single,0,,,No,,,Permanent contract,519,-44953,No,0,,NA,1,Created
5051,2011-01-01,5051,Female,6,2005-03-05,8e-05,Single,0,,,No,,,Child,0,0,No,0,36.0,2041-11-28,1,Created
5052,2011-01-01,5052,Male,41,1970-03-29,0.0008900000000000001,Divorced,0,,,Yes,,,Permanent contract,44929,295,Yes,0,,NA,1,Created
5053,2011-01-01,5053,Female,24,1987-06-25,0.00018999999999999998,Single,0,,,Yes,55.0,2042-01-14,Permanent contract,30781,-27426,Yes,0,36.0,2023-04-13,1,Created
5054,2011-01-01,5054,Male,8,2003-08-29,9e-05,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5055,2011-01-01,5055,Male,30,1981-07-05,0.00055,Single,0,,,Yes,63.0,2044-06-02,Permanent contract,10510,-841,No,0,,NA,1,Created
5056,2011-01-01,5056,Male,104,1907-08-15,1.0,Widowed,0,,,Yes,,,Retired,20572,-544,Yes,0,,NA,1,Created
5057,2011-01-01,5057,Male,4,2007-12-29,0.00011,Single,0,,,Yes,28.0,2035-03-11,Child,0,0,Yes,0,,NA,1,Created
5058,2011-01-01,5058,Male,71,1940-04-27,0.02034,Single,0,,,No,,,Retired,8478,280961,No,0,,NA,1,Created
5059,2011-01-01,5059,Female,38,1973-04-05,0.00063,Married,1010,,2030-08-22,Yes,,,Permanent contract,8030,33217,No,1,,NA,1,Created
5060,2011-01-01,5060,Male,17,1994-08-10,0.00022999999999999998,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5061,2011-01-01,5061,Male,33,1978-03-30,0.00047999999999999996,Married,989,,2032-06-30,No,,,Permanent contract,14584,300400,Yes,1,,NA,1,Created
5062,2011-01-01,5062,Female,65,1946-01-08,0.007559999999999999,Married,1011,,2058-06-26,Yes,,,Permanent contract,35308,-28282,Yes,1,,NA,1,Created
5063,2011-01-01,5063,Female,25,1986-01-29,0.00022999999999999998,Single,0,,,No,,,Permanent contract,8105,194474,No,0,40.0,2026-10-31,1,Created
5064,2011-01-01,5064,Male,3,2008-07-02,0.0002,Single,0,,,Yes,50.0,2058-06-13,Child,0,0,No,0,,NA,1,Created
5065,2011-01-01,5065,Female,81,1930-02-17,0.04307,Married,1012,,2020-08-07,No,,,Retired,32824,23087,Yes,2,,NA,1,Created
5066,2011-01-01,5066,Female,68,1943-10-22,0.00983,Married,1013,,2029-02-28,Yes,,,Retired,11399,65012,No,2,,NA,1,Created
5067,2011-01-01,5067,Male,68,1943-09-17,0.01522,Divorced,0,,,Yes,,,Retired,13398,8091,Yes,0,,NA,1,Created
5068,2011-01-01,5068,Male,69,1942-04-05,0.01804,Married,990,,2033-03-14,Yes,,,Retired,19122,36406,No,3,,NA,1,Created
5069,2011-01-01,5069,Female,68,1943-09-11,0.00983,Married,1014,,2036-07-25,No,,,Retired,18730,997529,No,3,,NA,1,Created
5070,2011-01-01,5070,Female,64,1947-12-04,0.00713,Married,1015,,2062-05-07,Yes,,,Permanent contract,34719,-28133,No,2,,NA,1,Created
5071,2011-01-01,5071,Female,42,1969-07-29,0.001,Married,1016,,2034-01-17,No,,,Permanent contract,26099,433,No,3,,NA,1,Created
5072,2011-01-01,5072,Male,51,1960-09-03,0.00301,Single,0,,,Yes,40.0,,Permanent contract,46832,172250,Yes,0,,NA,1,Created
5073,2011-01-01,5073,Female,80,1931-05-14,0.03682,Married,1017,,2044-10-28,No,,,Retired,29669,-21448,No,2,,NA,1,Created
5074,2011-01-01,5074,Male,3,2008-04-13,0.0002,Single,0,,,Yes,52.0,2060-03-21,Child,0,0,Yes,0,,NA,1,Created
5075,2011-01-01,5075,Male,29,1982-03-15,0.0005200000000000001,Single,0,,,No,,,Permanent contract,9003,1382,No,0,,NA,1,Created
5076,2011-01-01,5076,Male,5,2006-09-30,9e-05,Single,0,,,No,,,Child,0,0,No,0,,NA,1,Created
5077,2011-01-01,5077,Male,20,1991-08-31,0.00045,Single,0,,,Yes,33.0,2024-01-11,Permanent contract,9170,26524,No,0,,NA,1,Created
5078,2011-01-01,5078,Female,7,2004-05-07,7e-05,Single,0,,,No,,,Child,0,0,Yes,0,32.0,2036-11-14,1,Created
5079,2011-01-01,5079,Female,29,1982-10-13,0.00032,Single,0,,,No,,,Permanent contract,14278,854,Yes,0,31.0,2013-10-19,1,Created
5080,2011-01-01,5080,Female,60,1951-02-15,0.00541,Married,1018,,2031-03-02,Yes,,,Permanent contract,27372,136676,Yes,1,,NA,1,Created
5081,2011-01-01,5081,Female,50,1961-06-30,0.00225,Divorced,0,,,No,,,Entrepreneur with personel,56971,377407,No,0,,NA,1,Created
5082,2011-01-01,5082,Male,17,1994-05-29,0.00022999999999999998,Single,0,,,Yes,28.0,2022-11-08,Child,0,0,Yes,0,,NA,1,Created
5083,2011-01-01,5083,Male,47,1964-09-04,0.00186,Married,991,,2038-07-13,No,,,Permanent contract,22476,-4844,No,2,,NA,1,Created
5084,2011-01-01,5084,Female,10,2001-01-25,0.0001,Single,0,,,Yes,35.0,2036-09-02,Child,0,0,Yes,0,29.0,2030-07-17,1,Created
5085,2011-01-01,5085,Male,55,1956-11-07,0.00419,Divorced,0,,,Yes,,,Unemployed,17560,-49662,No,0,,NA,1,Created
5086,2011-01-01,5086,Female,72,1939-03-09,0.01411,Married,1019,,2037-01-31,Yes,,,Retired,22800,-4489,Yes,2,,NA,1,Created
5087,2011-01-01,5087,Male,44,1967-06-16,0.0013599999999999999,Married,992,,2035-06-28,No,,,Permanent contract,20554,-26553,Yes,1,,NA,1,Created
5088,2011-01-01,5088,Female,42,1969-11-07,0.001,Married,1020,,2050-12-12,Yes,,,Permanent contract,19102,903,Yes,2,,NA,1,Created
5089,2011-01-01,5089,Male,58,1953-07-23,0.00603,Married,993,,2021-10-28,No,,,Permanent contract,17380,49801,Yes,1,,NA,1,Created
5090,2011-01-01,5090,Female,72,1939-03-21,0.01411,Widowed,0,,,Yes,,,Retired,10644,390835,Yes,0,,NA,1,Created
5091,2011-01-01,5091,Male,67,1944-11-16,0.01396,Married,994,,2015-05-22,No,,,Flexible contract,18218,8019,Yes,1,,NA,1,Created
5092,2011-01-01,5092,Female,18,1993-01-01,0.00023999999999999998,Single,0,,,No,,,Entrepreneur with personel,32791,7213,No,0,26.0,2019-05-09,1,Created
5093,2011-01-01,5093,Female,3,2008-06-09,0.00013000000000000002,Single,0,,,Yes,35.0,2043-06-25,Child,0,0,Yes,0,34.0,2042-06-01,1,Created
5094,2011-01-01,5094,Male,32,1979-03-28,0.00059,Single,0,,,Yes,26.0,,Permanent contract,20808,4875,Yes,0,,NA,1,Created
5095,2011-01-01,5095,Female,45,1966-04-06,0.00134,Single,0,,,No,,,Permanent contract,49308,92767,No,0,,NA,1,Created
5096,2011-01-01,5096,Female,24,1987-08-19,0.00018999999999999998,Single,0,,,No,,,Permanent contract,12720,34709,Yes,0,33.0,2020-11-07,1,Created
5097,2011-01-01,5097,Male,57,1954-11-29,0.00572,Married,995,,2030-12-19,Yes,,,Permanent contract,97817,936221,Yes,3,,NA,1,Created
5098,2011-01-01,5098,Male,8,2003-02-26,9e-05,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5099,2011-01-01,5099,Female,58,1953-02-12,0.00448,Married,1021,,2052-11-04,No,,,Flexible contract,18466,849739,No,2,,NA,1,Created
5100,2011-01-01,5100,Female,8,2003-06-20,2.9999999999999997e-05,Single,0,,,No,,,Child,0,0,No,0,32.0,2035-09-17,1,Created
5101,2011-01-01,5101,Male,37,1974-08-11,0.00082,Married,996,,2034-06-23,No,,,Permanent contract,15007,25212,No,1,,NA,1,Created
5102,2011-01-01,5102,Female,50,1961-06-25,0.00225,Married,1022,,2033-04-30,Yes,,,Flexible contract,22027,1410,No,3,,NA,1,Created
5103,2011-01-01,5103,Female,9,2002-05-17,2.9999999999999997e-05,Single,0,,,Yes,30.0,2032-11-09,Child,0,0,Yes,0,36.0,2038-08-21,1,Created
5104,2011-01-01,5104,Male,74,1937-03-07,0.0295,Married,997,,2013-12-08,No,,,Retired,13347,231,No,2,,NA,1,Created
5105,2011-01-01,5105,Male,74,1937-09-08,0.0295,Married,998,,2015-09-07,Yes,,,Retired,12560,-47946,No,2,,NA,1,Created
5106,2011-01-01,5106,Male,4,2007-02-27,0.00011,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5107,2011-01-01,5107,Female,59,1952-11-05,0.00479,Married,1023,,2017-10-10,Yes,,,Permanent contract,1289,51002,Yes,2,,NA,1,Created
5108,2011-01-01,5108,Female,2,2009-10-07,0.00015,Single,0,,,No,,,Child,0,0,No,0,28.0,2037-09-28,1,Created
5109,2011-01-01,5109,Male,30,1981-03-25,0.00055,Married,999,,2052-03-04,Yes,,,Permanent contract,32602,12399,No,3,,NA,1,Created
5110,2011-01-01,5110,Female,77,1934-01-30,0.0259,Widowed,0,,,Yes,,,Retired,88724,-20302,No,0,,NA,1,Created
5111,2011-01-01,5111,Male,25,1986-06-22,0.00033999999999999997,Single,0,,,Yes,55.0,2041-09-06,Permanent contract,13225,-4680,Yes,0,,NA,1,Created
5112,2011-01-01,5112,Male,54,1957-09-23,0.00404,Divorced,0,,,Yes,,,Unemployed,1067,243871,Yes,0,,NA,1,Created
5113,2011-01-01,5113,Male,64,1947-01-10,0.01097,Married,1000,,2027-03-24,Yes,,,Permanent contract,2024,-4714,No,3,,NA,1,Created
5114,2011-01-01,5114,Female,43,1968-09-17,0.0009699999999999999,Married,1024,,2044-12-17,Yes,,,Permanent contract,17683,1314792,Yes,1,,NA,1,Created
5115,2011-01-01,5115,Male,2,2009-07-27,0.00021,Single,0,,,Yes,96.0,2105-09-13,Child,0,0,Yes,0,,NA,1,Created
5116,2011-01-01,5116,Male,37,1974-01-10,0.00082,Single,0,,,Yes,28.0,,Unemployed,28190,12448,No,0,,NA,1,Created
5117,2011-01-01,5117,Female,40,1971-06-21,0.0006900000000000001,Married,1025,,2058-11-07,Yes,,,Permanent contract,79527,82061,No,2,,NA,1,Created
5118,2011-01-01,5118,Female,30,1981-11-20,0.00027,Married,1026,,2040-06-08,No,,,Entrepreneur without personnel,15574,-49163,Yes,2,,NA,1,Created
5119,2011-01-01,5119,Female,61,1950-10-07,0.00562,Single,0,,,No,,,Permanent contract,8119,108016,No,0,,NA,1,Created
5120,2011-01-01,5120,Male,43,1968-11-18,0.00103,Divorced,0,,,No,,,Permanent contract,2347,175442,Yes,0,,NA,1,Created
5121,2011-01-01,5121,Female,9,2002-12-10,2.9999999999999997e-05,Single,0,,,Yes,28.0,2030-01-02,Child,0,0,No,0,25.0,2027-06-11,1,Created
5122,2011-01-01,5122,Female,65,1946-02-01,0.007559999999999999,Married,1027,,2013-04-13,No,,,Unemployed,22772,243637,No,1,,NA,1,Created
5123,2011-01-01,5123,Female,59,1952-04-01,0.00479,Married,1028,,2025-02-08,Yes,,,Permanent contract,48710,171646,No,3,,NA,1,Created
5124,2011-01-01,5124,Male,63,1948-12-16,0.00945,Divorced,0,,,No,,,Unemployed,10688,207109,No,0,,NA,1,Created
5125,2011-01-01,5125,Female,59,1952-01-22,0.00479,Married,1029,,2052-10-12,Yes,,,Permanent contract,45546,3623912,No,2,,NA,1,Created
5126,2011-01-01,5126,Male,79,1932-03-10,0.05364,Married,1001,,2043-02-19,Yes,,,Retired,26485,8564,No,2,,NA,1,Created
5127,2011-01-01,5127,Female,52,1959-05-12,0.00268,Married,1030,,2028-05-31,Yes,,,Entrepreneur without personnel,64346,468759,No,1,,NA,1,Created
5128,2011-01-01,5128,Male,35,1976-08-20,0.00055,Married,1002,,2044-08-25,No,,,Permanent contract,3477,180936,No,2,,NA,1,Created
5129,2011-01-01,5129,Male,50,1961-12-01,0.00257,Married,1003,,2014-03-26,No,,,Flexible contract,28235,16183,Yes,2,,NA,1,Created
5130,2011-01-01,5130,Female,35,1976-08-03,0.00033999999999999997,Single,0,,,Yes,23.0,,Permanent contract,26032,-14629,No,0,,NA,1,Created
5131,2011-01-01,5131,Female,62,1949-12-05,0.0057399999999999994,Married,1031,,2024-06-21,Yes,,,Permanent contract,17675,20329,Yes,1,,NA,1,Created
5132,2011-01-01,5132,Male,38,1973-05-03,0.0009599999999999999,Married,1004,,2051-08-06,Yes,,,Permanent contract,45260,564639,Yes,3,,NA,1,Created
5133,2011-01-01,5133,Female,38,1973-08-16,0.00063,Married,1032,,2041-12-23,Yes,,,Permanent contract,26111,657,No,3,,NA,1,Created
5134,2011-01-01,5134,Female,67,1944-06-26,0.00974,Widowed,0,,,Yes,,,Permanent contract,29399,434814,No,0,,NA,1,Created
5135,2011-01-01,5135,Female,61,1950-05-20,0.00562,Widowed,0,,,Yes,,,Flexible contract,89762,17273,Yes,0,,NA,1,Created
5136,2011-01-01,5136,Male,27,1984-05-31,0.00044,Single,0,,,Yes,27.0,2011-12-09,Permanent contract,32620,685306,Yes,0,,NA,1,Created
5137,2011-01-01,5137,Male,49,1962-04-23,0.00242,Married,1005,,2024-11-20,Yes,,,Permanent contract,563,2457,No,1,,NA,1,Created
5138,2011-01-01,5138,Female,78,1933-06-20,0.02817,Married,1033,,2024-09-03,Yes,,,Retired,50724,391482,No,3,,NA,1,Created
5139,2011-01-01,5139,Female,24,1987-06-19,0.00018999999999999998,Single,0,,,Yes,34.0,2021-02-02,Flexible contract,6407,27888,No,0,32.0,2019-05-22,1,Created
5140,2011-01-01,5140,Male,39,1972-02-26,0.0008699999999999999,Single,0,,,Yes,26.0,,Entrepreneur without personnel,88183,38428,No,0,,NA,1,Created
5141,2011-01-01,5141,Male,33,1978-09-11,0.00047999999999999996,Single,0,,,No,,,Flexible contract,3964,193,Yes,0,,NA,1,Created
5142,2011-01-01,5142,Male,58,1953-04-10,0.00603,Married,1006,,2030-11-09,Yes,,,Permanent contract,4073,1872672,No,2,,NA,1,Created
5143,2011-01-01,5143,Female,14,1997-02-13,9e-05,Single,0,,,Yes,42.0,2039-02-13,Child,0,0,Yes,0,35.0,2032-04-02,1,Created
5144,2011-01-01,5144,Female,71,1940-03-01,0.013009999999999999,Married,1034,,2037-12-10,Yes,,,Retired,25922,430,Yes,1,,NA,1,Created
5145,2011-01-01,5145,Male,53,1958-10-20,0.0033299999999999996,Married,1007,,2052-10-11,No,,,Permanent contract,3545,-4926,No,2,,NA,1,Created
5146,2011-01-01,5146,Female,42,1969-02-28,0.001,Married,1035,,2012-04-30,Yes,,,Permanent contract,20458,-28361,Yes,1,,NA,1,Created
5147,2011-01-01,5147,Female,62,1949-04-13,0.0057399999999999994,Married,1036,,2020-02-12,No,,,Permanent contract,11448,20455,Yes,1,,NA,1,Created
5148,2011-01-01,5148,Male,50,1961-11-25,0.00257,Married,1008,,2030-09-05,Yes,,,Permanent contract,6109,163481,No,1,,NA,1,Created
5149,2011-01-01,5149,Male,10,2001-11-05,0.00011999999999999999,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5150,2011-01-01,5150,Female,76,1935-11-02,0.02337,Widowed,0,,,No,,,Retired,15895,7415,No,0,,NA,1,Created
5151,2011-01-01,5151,Male,23,1988-06-06,0.00039,Married,1009,,2015-12-17,No,,,Entrepreneur without personnel,6264,30248,Yes,2,,NA,1,Created
5152,2011-01-01,5152,Female,13,1998-04-09,0.00011999999999999999,Single,0,,,No,,,Child,0,0,No,0,27.0,2025-04-15,1,Created
5153,2011-01-01,5153,Male,16,1995-09-16,0.00029,Single,0,,,Yes,34.0,2029-07-14,Child,0,0,Yes,0,,NA,1,Created
5154,2011-01-01,5154,Male,77,1934-04-30,0.0418,Married,1010,,2030-08-22,No,,,Retired,31505,280756,No,1,,NA,1,Created
5155,2011-01-01,5155,Male,29,1982-05-23,0.0005200000000000001,Single,0,,,Yes,35.0,2017-12-08,Flexible contract,56554,335,No,0,,NA,1,Created
5156,2011-01-01,5156,Female,30,1981-10-22,0.00027,Married,1037,,2050-02-23,Yes,,,Permanent contract,789,420840,Yes,3,,NA,1,Created
5157,2011-01-01,5157,Male,47,1964-05-05,0.00186,Married,1011,,2058-06-26,Yes,,,Flexible contract,42072,85279,Yes,1,,NA,1,Created
5158,2011-01-01,5158,Female,27,1984-05-07,0.00025,Married,1038,,2016-03-12,Yes,,,Flexible contract,190,-135,Yes,2,30.0,2014-07-06,1,Created
5159,2011-01-01,5159,Female,36,1975-02-15,0.00049,Single,0,,,Yes,34.0,,Permanent contract,995,15626,No,0,,NA,1,Created
5160,2011-01-01,5160,Female,51,1960-08-13,0.0023899999999999998,Married,1039,,2069-01-18,No,,,Flexible contract,18103,7738,No,2,,NA,1,Created
5161,2011-01-01,5161,Female,56,1955-09-30,0.0041,Widowed,0,,,No,,,Permanent contract,6451,7373,Yes,0,,NA,1,Created
5162,2011-01-01,5162,Female,67,1944-02-22,0.00974,Married,1040,,2057-03-13,No,,,Flexible contract,28084,438173,No,2,,NA,1,Created
5163,2011-01-01,5163,Male,40,1971-10-01,0.0009400000000000001,Married,1012,,2020-08-07,No,,,Flexible contract,2033,11308,Yes,2,,NA,1,Created
5164,2011-01-01,5164,Female,54,1957-04-22,0.00313,Married,1041,,2020-10-20,Yes,,,Permanent contract,30640,118099,No,1,,NA,1,Created
5165,2011-01-01,5165,Female,30,1981-09-05,0.00027,Single,0,,,Yes,44.0,2025-08-20,Permanent contract,15462,74581,No,0,,NA,1,Created
5166,2011-01-01,5166,Male,55,1956-05-29,0.00419,Married,1013,,2029-02-28,No,,,Permanent contract,7293,-45093,No,2,,NA,1,Created
5167,2011-01-01,5167,Male,67,1944-08-17,0.01396,Divorced,0,,,Yes,,,Entrepreneur without personnel,83410,19787,No,0,,NA,1,Created
5168,2011-01-01,5168,Female,59,1952-11-28,0.00479,Married,1042,,2012-09-07,No,,,Permanent contract,39191,-1324,Yes,2,,NA,1,Created
5169,2011-01-01,5169,Male,43,1968-07-02,0.00103,Married,1014,,2036-07-25,No,,,Entrepreneur without personnel,32168,150,No,3,,NA,1,Created
5170,2011-01-01,5170,Male,67,1944-08-17,0.01396,Divorced,0,,,No,,,Permanent contract,12901,397287,Yes,0,,NA,1,Created
5171,2011-01-01,5171,Male,56,1955-01-30,0.0052,Married,1015,,2062-05-07,Yes,,,Permanent contract,79853,-28180,No,2,,NA,1,Created
5172,2011-01-01,5172,Male,27,1984-05-03,0.00044,Single,0,,,Yes,31.0,2015-07-26,Flexible contract,16176,1166,No,0,,NA,1,Created
5173,2011-01-01,5173,Male,54,1957-06-27,0.00404,Divorced,0,,,No,,,Permanent contract,9498,449672,Yes,0,,NA,1,Created
5174,2011-01-01,5174,Male,54,1957-02-15,0.00404,Married,1016,,2034-01-17,Yes,,,Permanent contract,28942,197882,No,3,,NA,1,Created
5175,2011-01-01,5175,Female,23,1988-12-05,0.0001,Single,0,,,Yes,26.0,2014-08-25,Entrepreneur without personnel,45647,-13037,Yes,0,34.0,2022-04-21,1,Created
5176,2011-01-01,5176,Female,22,1989-10-12,0.00023999999999999998,Single,0,,,No,,,Flexible contract,6095,18224,Yes,0,26.0,2015-01-13,1,Created
5177,2011-01-01,5177,Female,8,2003-07-15,2.9999999999999997e-05,Single,0,,,No,,,Child,0,0,Yes,0,30.0,2033-08-03,1,Created
5178,2011-01-01,5178,Female,11,2000-03-23,7e-05,Single,0,,,Yes,32.0,2032-09-16,Child,0,0,No,0,25.0,2025-01-24,1,Created
5179,2011-01-01,5179,Male,20,1991-06-20,0.00045,Single,0,,,Yes,22.0,2013-06-24,Permanent contract,44145,277249,No,0,,NA,1,Created
5180,2011-01-01,5180,Female,42,1969-03-29,0.001,Married,1043,,2039-11-25,Yes,,,Permanent contract,31845,149191,No,1,,NA,1,Created
5181,2011-01-01,5181,Female,5,2006-11-25,4e-05,Single,0,,,No,,,Child,0,0,Yes,0,29.0,2035-05-11,1,Created
5182,2011-01-01,5182,Female,3,2008-08-13,0.00013000000000000002,Single,0,,,Yes,35.0,2043-06-27,Child,0,0,Yes,0,26.0,2034-03-22,1,Created
5183,2011-01-01,5183,Female,0,2011-02-04,0.0028899999999999998,Single,0,,,No,,,Child,0,0,No,0,40.0,2051-01-05,1,Created
5184,2011-01-01,5184,Female,11,2000-10-31,7e-05,Single,0,,,Yes,34.0,2034-09-06,Child,0,0,Yes,0,39.0,2039-05-06,1,Created
5185,2011-01-01,5185,Male,98,1913-03-02,0.33792,Widowed,0,,,No,,,Retired,15294,-42611,Yes,0,,NA,1,Created
5186,2011-01-01,5186,Female,6,2005-02-25,8e-05,Single,0,,,Yes,48.0,2053-09-26,Child,0,0,No,0,24.0,2029-03-17,1,Created
5187,2011-01-01,5187,Female,41,1970-07-18,0.0007700000000000001,Single,0,,,Yes,55.0,2025-10-19,Entrepreneur without personnel,65724,-29489,Yes,0,,NA,1,Created
5188,2011-01-01,5188,Male,59,1952-01-14,0.00717,Widowed,0,,,Yes,,,Permanent contract,27973,31904,No,0,,NA,1,Created
5189,2011-01-01,5189,Female,35,1976-10-19,0.00033999999999999997,Divorced,0,,,No,,,Permanent contract,35152,243204,Yes,0,,NA,1,Created
5190,2011-01-01,5190,Male,71,1940-05-08,0.02034,Married,1017,,2044-10-28,No,,,Retired,37970,171998,No,2,,NA,1,Created
5191,2011-01-01,5191,Male,20,1991-12-07,0.00045,Single,0,,,No,,,Permanent contract,37326,-31677,Yes,0,,NA,1,Created
5192,2011-01-01,5192,Male,11,2000-12-07,9e-05,Single,0,,,No,,,Child,0,0,No,0,,NA,1,Created
5193,2011-01-01,5193,Female,24,1987-05-16,0.00018999999999999998,Single,0,,,No,,,Permanent contract,97790,-35426,No,0,34.0,2021-09-30,1,Created
5194,2011-01-01,5194,Female,21,1990-04-24,0.00016,Single,0,,,No,,,Permanent contract,20509,-23019,No,0,25.0,2015-10-16,1,Created
5195,2011-01-01,5195,Male,15,1996-03-18,0.00015,Single,0,,,No,,,Child,0,0,Yes,0,,NA,1,Created
5196,2011-01-01,5196,Female,9,2002-11-11,2.9999999999999997e-05,Single,0,,,No,,,Child,0,0,Yes,0,37.0,2039-05-09,1,Created
5197,2011-01-01,5197,Female,36,1975-10-27,0.00049,Married,1044,,2021-04-23,Yes,,,Permanent contract,17659,228168,Yes,1,,NA,1,Created
5198,2011-01-01,5198,Male,42,1969-11-03,0.00128,Married,1018,,2031-03-02,No,,,Flexible contract,22620,106747,Yes,1,,NA,1,Created
5199,2011-01-01,5199,Male,25,1986-11-13,0.00033999999999999997,Single,0,,,Yes,52.0,2038-04-05,Permanent contract,15028,11671,Yes,0,,NA,1,Created
5200,2011-01-01,5200,Female,49,1962-04-05,0.00193,Married,1045,,2040-10-08,Yes,,,Entrepreneur with personel,11802,-3226,Yes,1,,NA,1,Created
5201,2011-01-01,5201,Male,26,1985-03-19,1.0,Single,0,,,Yes,25.0,,Permanent contract,2661,351562,No,0,,NA,1,Created
5202,2011-01-01,5202,Male,51,1960-08-27,0.00301,Divorced,0,,,No,,,Permanent contract,36281,360568,Yes,0,,NA,1,Created
5203,2011-01-01,5203,Male,48,1963-03-25,0.0021100000000000003,Single,0,,,No,,,Entrepreneur with personel,16989,-12453,Yes,0,,NA,1,Created
5204,2011-01-01,5204,Female,9,2002-07-23,2.9999999999999997e-05,Single,0,,,No,,,Child,0,0,Yes,0,26.0,2028-12-13,1,Created
5205,2011-01-01,5205,Male,30,1981-10-06,0.00055,Married,1019,,2037-01-31,No,,,Family business,21371,167644,Yes,2,,NA,1,Created
5206,2011-01-01,5206,Female,22,1989-10-21,0.00023999999999999998,Married,1046,,2039-07-25,Yes,,,Permanent contract,17575,224452,Yes,3,23.0,2012-05-07,1,Created
5207,2011-01-01,5207,Female,66,1945-02-15,0.009040000000000001,Married,1047,,2018-01-04,Yes,,,Permanent contract,3701,219464,No,1,,NA,1,Created
5208,2011-01-01,5208,Female,65,1946-10-23,0.007559999999999999,Married,1048,,2019-05-10,Yes,,,Permanent contract,8907,141962,No,3,,NA,1,Created
5209,2011-01-01,5209,Female,43,1968-09-24,0.0009699999999999999,Divorced,0,,,No,,,Flexible contract,3615,36267,Yes,0,,NA,1,Created
5210,2011-01-01,5210,Female,16,1995-11-20,8e-05,Single,0,,,Yes,33.0,2028-12-04,Child,0,0,Yes,0,29.0,2024-03-22,1,Created
5211,2011-01-01,5211,Male,24,1987-02-08,0.00047999999999999996,Single,0,,,No,,,Permanent contract,3710,224102,No,0,,NA,1,Created
5212,2011-01-01,5212,Female,38,1973-10-10,0.00063,Divorced,0,,,Yes,,,Entrepreneur without personnel,62,9392,No,0,,NA,1,Created
5213,2011-01-01,5213,Female,9,2002-06-13,2.9999999999999997e-05,Single,0,,,No,,,Child,0,0,No,0,28.0,2030-11-08,1,Created
5214,2011-01-01,5214,Female,54,1957-02-07,0.00313,Married,1049,,2059-01-30,Yes,,,Entrepreneur without personnel,13764,92677,Yes,2,,NA,1,Created
