,Mutation date,ID,Gender,Age,Birthdate,Life expectancy,Marital status,Couple nr,Marriage duration,Marriage end date,Marriage intention,Marriage age,Wedding date,Employment status,Income,Capital,Children,NrChildren,Birth age,Birthing date,Alive,Event
5152,2011-01-01,5152,Male,4,2007-09-12,0.00011,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
5153,2011-01-01,5153,Male,48,1963-01-16,0.0021100000000000003,Married,1048,,2054-09-27,Yes,,,Permanent contract,9278.0,1430,Yes,1,,NA,1,Created
5154,2011-01-01,5154,Female,24,1987-06-12,0.00018999999999999998,Single,0,,,No,,,Entrepreneur without personnel,13157.0,327231,No,0,,NA,1,Created
5155,2011-01-01,5155,Male,99,1912-09-20,0.39916999999999997,Single,0,,,No,,,Retired,18699.0,205533,Yes,0,,NA,1,Created
5156,2011-01-01,5156,Female,22,1989-01-15,0.00023999999999999998,Single,0,,,No,,,Permanent contract,130825.0,2812,No,0,33.0,2022-01-23,1,Created
5157,2011-01-01,5157,Female,49,1962-10-17,0.00193,Married,1078,,2017-03-12,No,,,Entrepreneur without personnel,11923.0,4671,Yes,3,,NA,1,Created
5158,2011-01-01,5158,Male,49,1962-09-14,0.00242,Married,1049,,2023-01-27,Yes,,,Unemployed,1222.0,-20205,No,1,,NA,1,Created
5159,2011-01-01,5159,Female,4,2007-04-19,5.9999999999999995e-05,Single,0,,,Yes,43.0,2050-11-12,Child,0.0,0,Yes,0,29.0,2036-02-16,1,Created
5160,2011-01-01,5160,Male,22,1989-09-04,0.00041,Single,0,,,No,,,Entrepreneur without personnel,7463.0,34494,Yes,0,,NA,1,Created
5161,2011-01-01,5161,Male,28,1983-01-06,0.00045,Married,1050,,2049-09-05,Yes,,,Permanent contract,17277.0,36775,Yes,1,,NA,1,Created
5162,2011-01-01,5162,Female,39,1972-11-27,0.00074,Single,0,,,Yes,24.0,,Permanent contract,43965.0,-42725,No,0,,NA,1,Created
5163,2011-01-01,5163,Male,1,2010-07-10,0.00056,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
5164,2011-01-01,5164,Female,37,1974-10-28,0.00057,Married,1079,,2026-03-08,Yes,,,Permanent contract,39067.0,412,No,2,,NA,1,Created
5165,2011-01-01,5165,Female,42,1969-09-07,0.001,Married,1080,,2033-05-04,Yes,,,Permanent contract,60613.0,192033,No,1,,NA,1,Created
5166,2011-01-01,5166,Female,20,1991-09-21,0.00018,Single,0,,,Yes,30.0,2021-06-30,Flexible contract,6315.0,-34351,No,0,32.0,2023-02-22,1,Created
5167,2011-01-01,5167,Female,23,1988-01-30,0.0001,Single,0,,,Yes,43.0,2031-02-25,Entrepreneur with personel,23892.0,11137,No,0,28.0,2016-03-25,1,Created
5168,2011-01-01,5168,Female,16,1995-07-02,8e-05,Single,0,,,Yes,30.0,2025-08-29,Child,0.0,0,No,0,33.0,2028-07-23,1,Created
5169,2011-01-01,5169,Male,64,1947-11-03,0.01097,Married,1051,,2039-12-23,Yes,,,Unemployed,43864.0,-774,Yes,3,,NA,1,Created
18139,2011-11-03,5169,Male,65,1947-11-03,0.01097,Married,1051,,2039-12-23,Yes,,,Retired,30704.8,-774,Yes,3,,NA,1,Life event: Retired
5170,2011-01-01,5170,Female,20,1991-04-22,0.00018,Single,0,,,No,,,Permanent contract,13849.0,464,Yes,0,38.0,2029-07-11,1,Created
5171,2011-01-01,5171,Female,50,1961-01-20,0.00225,Married,1081,,2018-12-17,Yes,,,Flexible contract,132393.0,13603,No,1,,NA,1,Created
5172,2011-01-01,5172,Female,20,1991-01-23,0.00018,Single,0,,,Yes,31.0,2022-06-08,Entrepreneur without personnel,34812.0,839796,Yes,0,33.0,2024-04-03,1,Created
5173,2011-01-01,5173,Female,17,1994-12-16,0.0001,Single,0,,,Yes,22.0,2016-11-02,Child,0.0,0,Yes,0,36.0,2030-08-14,1,Created
18340,2011-12-16,5173,Female,18,1994-12-16,0.0001,Single,0,,,Yes,45,2038-06-01,Permanent contract,34681.0,-44282,Yes,0,36,2030-08-14,1,Life event: Adulthood
5174,2011-01-01,5174,Female,6,2005-08-18,8e-05,Single,0,,,No,,,Child,0.0,0,No,0,29.0,2034-01-24,1,Created
5175,2011-01-01,5175,Female,19,1992-04-04,0.00014,Single,0,,,No,,,Permanent contract,8662.0,1906,Yes,0,36.0,2028-11-09,1,Created
5176,2011-01-01,5176,Female,48,1963-04-05,0.0018800000000000002,Married,1082,,2018-02-25,Yes,,,Entrepreneur without personnel,17817.0,2385,Yes,1,,NA,1,Created
5177,2011-01-01,5177,Female,24,1987-12-03,0.00018999999999999998,Single,0,,,Yes,34.0,2021-11-15,Permanent contract,38595.0,732,No,0,30.0,2017-08-11,1,Created
5178,2011-01-01,5178,Male,41,1970-12-10,0.0008900000000000001,Married,1052,,2047-01-11,No,,,Permanent contract,1600.0,22740,No,3,,NA,1,Created
5179,2011-01-01,5179,Female,65,1946-11-21,0.007559999999999999,Widowed,0,,,Yes,,,Flexible contract,68067.0,3112,Yes,0,,NA,1,Created
18227,2011-11-21,5179,Female,66,1946-11-21,0.007559999999999999,Widowed,0,,,Yes,,,Retired,47646.899999999994,3112,Yes,0,,NA,1,Life event: Retired
5180,2011-01-01,5180,Female,54,1957-05-18,0.00313,Single,0,,,No,,,Permanent contract,22219.0,165,Yes,0,,NA,1,Created
5181,2011-01-01,5181,Male,27,1984-11-25,0.00044,Single,0,,,No,,,Flexible contract,15430.0,3454,Yes,0,,NA,1,Created
5182,2011-01-01,5182,Female,27,1984-04-22,0.00025,Married,1083,,2028-01-30,No,,,Permanent contract,15470.0,63654,Yes,1,46.0,2030-12-08,1,Created
5183,2011-01-01,5183,Male,101,1910-11-16,1.0,Widowed,0,,,No,,,Retired,72940.0,2064,No,0,,NA,1,Created
17646,2011-07-17,5183,Male,101,1910-11-16,1.0,Widowed,0,,,No,,,Retired,72940.0,2064,No,0,,NA,0,Life event: Deceased
5184,2011-01-01,5184,Male,33,1978-01-20,0.00047999999999999996,Single,0,,,Yes,42.0,2020-09-30,Permanent contract,37068.0,-2031,Yes,0,,NA,1,Created
5185,2011-01-01,5185,Male,52,1959-11-13,0.00314,Married,1053,,2032-09-06,Yes,,,Permanent contract,11463.0,-24129,No,1,,NA,1,Created
5186,2011-01-01,5186,Male,66,1945-01-29,0.01401,Married,1054,,2065-07-20,No,,,Permanent contract,5932.0,4258,Yes,3,,NA,1,Created
16813,2011-01-29,5186,Male,67,1945-01-29,0.01401,Married,1054,,2065-07-20,No,,,Retired,4152.4,4258,Yes,3,,NA,1,Life event: Retired
5187,2011-01-01,5187,Male,17,1994-01-04,0.00022999999999999998,Single,0,,,Yes,22.0,2016-10-27,Child,0.0,0,Yes,0,,NA,1,Created
16677,2011-01-04,5187,Male,18,1994-01-04,0.00022999999999999998,Single,0,,,Yes,57,2050-10-04,Permanent contract,49513.0,8116,Yes,0,,NA,1,Life event: Adulthood
5188,2011-01-01,5188,Female,74,1937-07-09,0.0185,Married,1084,,2056-12-03,No,,,Retired,29065.0,64111,Yes,2,,NA,1,Created
5189,2011-01-01,5189,Male,78,1933-02-04,0.04668,Widowed,0,,,Yes,,,Retired,38921.0,438248,No,0,,NA,1,Created
5190,2011-01-01,5190,Male,33,1978-04-21,0.00047999999999999996,Married,1055,,2015-02-12,No,,,Flexible contract,41338.0,19401,Yes,1,,NA,1,Created
5191,2011-01-01,5191,Male,20,1991-03-10,0.00045,Single,0,,,Yes,33.0,2024-03-04,Unemployed,7651.0,-15920,Yes,0,,NA,1,Created
5192,2011-01-01,5192,Male,78,1933-09-24,0.04668,Married,1056,,2023-04-29,Yes,,,Retired,18070.0,257977,Yes,3,,NA,1,Created
5193,2011-01-01,5193,Male,64,1947-08-21,0.01097,Married,1057,,2011-08-22,No,,,Permanent contract,19862.0,6190,No,2,,NA,1,Created
17816,2011-08-21,5193,Male,65,1947-08-21,0.01097,Married,1057,,2011-08-22,No,,,Retired,13903.4,6190,No,2,,NA,1,Life event: Retired
17824,2011-08-22,5193,Male,65,1947-08-21,0.01097,Divorced,1057,,2011-08-22,No,,,Retired,13903.4,6190,No,2,,NA,1,Life event: Divorced
5194,2011-01-01,5194,Male,17,1994-04-20,0.00022999999999999998,Single,0,,,Yes,34.0,2028-08-13,Child,0.0,0,No,0,,NA,1,Created
17211,2011-04-20,5194,Male,18,1994-04-20,0.00022999999999999998,Single,0,,,No,,,Permanent contract,14342.0,21169,No,0,,NA,1,Life event: Adulthood
5195,2011-01-01,5195,Male,35,1976-01-26,0.00055,Married,1058,,2027-09-04,No,,,Entrepreneur without personnel,48486.0,-6797,No,1,,NA,1,Created
5196,2011-01-01,5196,Male,97,1914-02-10,0.30383000000000004,Widowed,0,,,No,,,Retired,47068.0,5594,Yes,0,,NA,1,Created
18093,2011-10-26,5196,Male,98,1914-02-10,0.30383000000000004,Widowed,0,,,No,,,Retired,47068.0,5594,Yes,0,,NA,0,Life event: Deceased
5197,2011-01-01,5197,Female,41,1970-11-25,0.0007700000000000001,Single,0,,,No,,,Permanent contract,42218.0,20497,No,0,,NA,1,Created
5198,2011-01-01,5198,Male,47,1964-04-29,0.00186,Married,1059,,2022-12-29,Yes,,,Permanent contract,19965.0,18073,Yes,2,,NA,1,Created
5199,2011-01-01,5199,Female,46,1965-08-10,0.00134,Married,1085,,2048-04-17,Yes,,,Entrepreneur without personnel,28323.0,1384,No,2,,NA,1,Created
5200,2011-01-01,5200,Female,26,1985-09-28,1.0,Married,1086,,2026-06-21,No,,,Flexible contract,4451.0,156687,Yes,2,42.0,2027-04-06,1,Created
17073,2011-03-25,5200,Female,26,1985-09-28,1.0,Married,1086,,2026-06-21,No,,,Flexible contract,4451.0,156687,Yes,2,42,2027-04-06,0,Life event: Deceased
5201,2011-01-01,5201,Female,42,1969-07-28,0.001,Married,1087,,2053-11-19,No,,,Permanent contract,61268.0,846446,Yes,1,,NA,1,Created
5202,2011-01-01,5202,Female,42,1969-06-24,0.001,Single,0,,,No,,,Entrepreneur without personnel,26536.0,-26449,Yes,0,,NA,1,Created
5203,2011-01-01,5203,Male,3,2008-07-28,0.0002,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
5204,2011-01-01,5204,Female,0,2011-01-05,0.0028899999999999998,Single,0,,,Yes,43.0,2054-02-11,Child,0.0,0,No,0,33.0,2044-04-14,1,Created
5205,2011-01-01,5205,Male,47,1964-03-06,0.00186,Single,0,,,No,,,Permanent contract,22387.0,-2685,Yes,0,,NA,1,Created
5206,2011-01-01,5206,Female,61,1950-04-25,0.00562,Married,1088,,2059-06-05,No,,,Permanent contract,48384.0,300617,No,1,,NA,1,Created
5207,2011-01-01,5207,Male,61,1950-01-16,0.00747,Divorced,0,,,No,,,Permanent contract,27309.0,-32851,No,0,,NA,1,Created
5208,2011-01-01,5208,Female,3,2008-06-19,0.00013000000000000002,Single,0,,,Yes,25.0,2033-02-27,Child,0.0,0,No,0,33.0,2041-05-10,1,Created
5209,2011-01-01,5209,Female,30,1981-07-06,0.00027,Married,1089,,2018-11-17,Yes,,,Entrepreneur without personnel,27790.0,654,Yes,1,31.0,2012-11-06,1,Created
5210,2011-01-01,5210,Female,43,1968-01-14,0.0009699999999999999,Married,1090,,2036-10-17,No,,,Entrepreneur with personel,23102.0,16655,Yes,1,,NA,1,Created
5211,2011-01-01,5211,Female,22,1989-11-13,0.00023999999999999998,Single,0,,,Yes,26.0,2015-04-01,Permanent contract,1532.0,495393,No,0,34.0,2023-05-05,1,Created
5212,2011-01-01,5212,Male,55,1956-04-15,0.00419,Married,1060,,2041-10-02,Yes,,,Entrepreneur without personnel,5388.0,3905,No,2,,NA,1,Created
5213,2011-01-01,5213,Female,7,2004-02-20,7e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,26.0,2030-02-09,1,Created
5214,2011-01-01,5214,Male,70,1941-06-30,0.01932,Widowed,0,,,No,,,Retired,22181.0,17507,Yes,0,,NA,1,Created
5215,2011-01-01,5215,Male,57,1954-02-13,0.00572,Married,1061,,2045-05-28,Yes,,,Permanent contract,33925.0,142653,Yes,1,,NA,1,Created
5216,2011-01-01,5216,Female,97,1914-09-01,0.27028,Widowed,0,,,Yes,,,Retired,7266.0,723728,Yes,0,,NA,1,Created
5217,2011-01-01,5217,Male,29,1982-04-12,0.0005200000000000001,Single,0,,,Yes,40.0,2022-03-31,Permanent contract,15531.0,-2443,No,0,,NA,1,Created
5218,2011-01-01,5218,Female,10,2001-02-11,0.0001,Single,0,,,No,,,Child,0.0,0,Yes,0,35.0,2036-04-15,1,Created
5219,2011-01-01,5219,Male,9,2002-04-22,0.00014,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
5220,2011-01-01,5220,Female,57,1954-03-10,0.00387,Married,1091,,2013-09-24,No,,,Entrepreneur without personnel,23029.0,-27683,No,1,,NA,1,Created
5221,2011-01-01,5221,Male,4,2007-08-20,0.00011,Single,0,,,Yes,32.0,2039-04-25,Child,0.0,0,No,0,,NA,1,Created
5222,2011-01-01,5222,Male,49,1962-11-23,0.00242,Divorced,0,,,Yes,,,Permanent contract,14427.0,936742,No,0,,NA,1,Created
5223,2011-01-01,5223,Male,65,1946-03-15,0.01141,Married,1062,,2027-04-06,Yes,,,Entrepreneur without personnel,16297.0,172838,No,3,,NA,1,Created
17038,2011-03-15,5223,Male,66,1946-03-15,0.01141,Married,1062,,2027-04-06,Yes,,,Retired,11407.9,172838,No,3,,NA,1,Life event: Retired
5224,2011-01-01,5224,Female,1,2010-03-26,0.00033999999999999997,Single,0,,,Yes,40.0,2050-08-02,Child,0.0,0,Yes,0,34.0,2044-02-07,1,Created
5225,2011-01-01,5225,Male,8,2003-06-21,9e-05,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
5226,2011-01-01,5226,Male,57,1954-12-06,0.00572,Married,1063,,2022-09-21,Yes,,,Entrepreneur without personnel,16591.0,262569,Yes,2,,NA,1,Created
5227,2011-01-01,5227,Female,67,1944-01-03,0.00974,Married,1092,,2033-06-05,No,,,Flexible contract,33702.0,397301,No,3,,NA,1,Created
16669,2011-01-03,5227,Female,68,1944-01-03,0.00974,Married,1092,,2033-06-05,No,,,Retired,23591.399999999998,397301,No,3,,NA,1,Life event: Retired
5228,2011-01-01,5228,Female,78,1933-02-19,0.02817,Married,1093,,2049-01-15,No,,,Retired,68.0,377444,No,1,,NA,1,Created
5229,2011-01-01,5229,Male,25,1986-05-02,0.00033999999999999997,Married,1064,,2023-03-03,Yes,,,Permanent contract,9292.0,96890,Yes,2,,NA,1,Created
5230,2011-01-01,5230,Female,63,1948-09-28,0.00672,Married,1094,,2027-12-28,No,,,Permanent contract,18996.0,14468,No,1,,NA,1,Created
5231,2011-01-01,5231,Male,27,1984-07-23,0.00044,Single,0,,,No,,,Permanent contract,350.0,168699,No,0,,NA,1,Created
5232,2011-01-01,5232,Male,3,2008-02-14,0.0002,Single,0,,,Yes,32.0,2040-04-23,Child,0.0,0,Yes,0,,NA,1,Created
5233,2011-01-01,5233,Female,67,1944-07-19,0.00974,Divorced,0,,,No,,,Permanent contract,95886.0,-43907,Yes,0,,NA,1,Created
17655,2011-07-19,5233,Female,68,1944-07-19,0.00974,Divorced,0,,,No,,,Retired,67120.2,-43907,Yes,0,,NA,1,Life event: Retired
5234,2011-01-01,5234,Female,5,2006-07-12,4e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,30.0,2036-05-03,1,Created
5235,2011-01-01,5235,Male,65,1946-12-02,0.01141,Single,0,,,No,,,Permanent contract,64605.0,391786,No,0,,NA,1,Created
18273,2011-12-02,5235,Male,66,1946-12-02,0.01141,Single,0,,,No,,,Retired,45223.5,391786,No,0,,NA,1,Life event: Retired
5236,2011-01-01,5236,Male,37,1974-06-13,0.00082,Married,1065,,2016-11-24,Yes,,,Entrepreneur without personnel,1224.0,4716,Yes,2,,NA,1,Created
5237,2011-01-01,5237,Male,19,1992-02-05,0.00033,Single,0,,,No,,,Flexible contract,73226.0,57385,Yes,0,,NA,1,Created
5238,2011-01-01,5238,Male,3,2008-11-13,0.0002,Single,0,,,Yes,39.0,2047-03-01,Child,0.0,0,No,0,,NA,1,Created
5239,2011-01-01,5239,Female,8,2003-12-24,2.9999999999999997e-05,Single,0,,,No,,,Child,0.0,0,No,0,41.0,2044-09-21,1,Created
5240,2011-01-01,5240,Male,28,1983-10-31,0.00045,Single,0,,,Yes,50.0,2033-10-27,Permanent contract,31027.0,163983,No,0,,NA,1,Created
5241,2011-01-01,5241,Female,3,2008-05-04,0.00013000000000000002,Single,0,,,Yes,42.0,2050-11-22,Child,0.0,0,No,0,27.0,2035-02-15,1,Created
5242,2011-01-01,5242,Male,67,1944-02-04,0.01396,Married,1066,,2028-08-13,No,,,Permanent contract,15606.0,3551,Yes,1,,NA,1,Created
16850,2011-02-04,5242,Male,68,1944-02-04,0.01396,Married,1066,,2028-08-13,No,,,Retired,10924.199999999999,3551,Yes,1,,NA,1,Life event: Retired
5243,2011-01-01,5243,Female,87,1924-10-07,0.09331,Married,1095,,2011-06-28,No,,,Retired,37903.0,10447,Yes,2,,NA,1,Created
17555,2011-06-28,5243,Female,87,1924-10-07,0.09331,Divorced,1095,,2011-06-28,No,,,Retired,37903.0,10447,Yes,2,,NA,1,Life event: Divorced
5244,2011-01-01,5244,Female,20,1991-12-21,0.00018,Single,0,,,No,,,Flexible contract,25149.0,8581,Yes,0,26.0,2017-10-05,1,Created
5245,2011-01-01,5245,Female,31,1980-06-12,0.00029,Single,0,,,No,,,Flexible contract,38397.0,289,No,0,32.0,2012-01-14,1,Created
5246,2011-01-01,5246,Male,56,1955-09-02,0.0052,Married,1067,,2042-10-21,Yes,,,Entrepreneur without personnel,21156.0,-41969,No,1,,NA,1,Created
5247,2011-01-01,5247,Male,36,1975-11-17,0.0006,Married,1068,,2023-03-17,No,,,Permanent contract,37427.0,400257,No,1,,NA,1,Created
5248,2011-01-01,5248,Female,43,1968-08-28,0.0009699999999999999,Single,0,,,Yes,34.0,,Permanent contract,66723.0,155751,Yes,0,,NA,1,Created
5249,2011-01-01,5249,Female,34,1977-09-22,0.00037,Married,1096,,2014-08-11,Yes,,,Permanent contract,41120.0,7093,No,2,39.0,2016-06-20,1,Created
5250,2011-01-01,5250,Female,23,1988-03-09,0.0001,Single,0,,,Yes,25.0,2013-11-03,Permanent contract,19133.0,12270,Yes,0,41.0,2029-12-26,1,Created
5251,2011-01-01,5251,Male,51,1960-01-07,0.00301,Single,0,,,No,,,Permanent contract,1686.0,472487,Yes,0,,NA,1,Created
5252,2011-01-01,5252,Female,50,1961-10-08,0.00225,Single,0,,,Yes,28.0,,Permanent contract,5821.0,9719,No,0,,NA,1,Created
5253,2011-01-01,5253,Female,31,1980-11-24,0.00029,Married,1097,,2015-07-28,No,,,Entrepreneur without personnel,26399.0,11026,Yes,2,41.0,2021-08-08,1,Created
5254,2011-01-01,5254,Male,9,2002-02-09,0.00014,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
5255,2011-01-01,5255,Male,77,1934-08-18,0.0418,Married,1069,,2038-09-16,Yes,,,Retired,39905.0,787,No,2,,NA,1,Created
5256,2011-01-01,5256,Female,19,1992-08-04,0.00014,Single,0,,,Yes,24.0,2016-01-29,Permanent contract,71841.0,128191,No,0,37.0,2029-08-20,1,Created
5257,2011-01-01,5257,Male,13,1998-12-02,0.00014,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
5258,2011-01-01,5258,Male,55,1956-08-16,0.00419,Single,0,,,Yes,25.0,,Entrepreneur without personnel,11695.0,243,No,0,,NA,1,Created
5259,2011-01-01,5259,Female,18,1993-06-04,0.00023999999999999998,Single,0,,,Yes,50.0,2043-07-16,Permanent contract,13597.0,-41555,No,0,24.0,2017-09-08,1,Created
5260,2011-01-01,5260,Female,31,1980-10-14,0.00029,Married,1098,,2021-04-13,Yes,,,Permanent contract,24233.0,162405,Yes,2,,NA,1,Created
5261,2011-01-01,5261,Male,76,1935-04-12,0.0375,Widowed,0,,,No,,,Retired,8477.0,181,Yes,0,,NA,1,Created
5262,2011-01-01,5262,Male,65,1946-06-13,0.01141,Divorced,0,,,No,,,Permanent contract,97409.0,77662,No,0,,NA,1,Created
17483,2011-06-13,5262,Male,66,1946-06-13,0.01141,Divorced,0,,,No,,,Retired,68186.3,77662,No,0,,NA,1,Life event: Retired
5263,2011-01-01,5263,Male,65,1946-03-18,0.01141,Married,1070,,2031-01-28,Yes,,,Entrepreneur with personel,37124.0,46551,No,1,,NA,1,Created
17053,2011-03-18,5263,Male,66,1946-03-18,0.01141,Married,1070,,2031-01-28,Yes,,,Retired,25986.8,46551,No,1,,NA,1,Life event: Retired
5264,2011-01-01,5264,Female,46,1965-02-10,0.00134,Single,0,,,No,,,Unemployed,19442.0,-41387,No,0,,NA,1,Created
5265,2011-01-01,5265,Female,5,2006-05-25,4e-05,Single,0,,,No,,,Child,0.0,0,No,0,31.0,2037-08-17,1,Created
5266,2011-01-01,5266,Female,12,1999-07-23,5e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,29.0,2028-10-31,1,Created
5267,2011-01-01,5267,Male,24,1987-01-04,0.00047999999999999996,Single,0,,,No,,,Entrepreneur without personnel,32313.0,23127,Yes,0,,NA,1,Created
5268,2011-01-01,5268,Male,30,1981-01-11,0.00055,Single,0,,,Yes,30.0,2011-06-10,Permanent contract,30536.0,76,No,0,,NA,1,Created
17463,2011-06-10,5268,Male,31,1981-01-11,0.00055,Married,3500,0,2011-06-27,Yes,30,2011-06-10,Permanent contract,30536.0,76,No,0,,NA,1,Life event: Married
17552,2011-06-27,5268,Male,31,1981-01-11,0.00055,Divorced,3500,0,2011-06-27,Yes,30,2011-06-10,Permanent contract,30536.0,76,No,0,,NA,1,Life event: Divorced
5269,2011-01-01,5269,Female,43,1968-06-13,0.0009699999999999999,Married,1099,,2032-09-12,Yes,,,Flexible contract,2957.0,178608,No,2,,NA,1,Created
5270,2011-01-01,5270,Female,28,1983-08-01,0.00025,Single,0,,,No,,,Permanent contract,28547.0,726,No,0,,NA,1,Created
5271,2011-01-01,5271,Female,48,1963-03-25,0.0018800000000000002,Married,1100,,2044-01-23,Yes,,,Permanent contract,35646.0,264199,Yes,2,,NA,1,Created
5272,2011-01-01,5272,Female,51,1960-03-12,0.0023899999999999998,Married,1101,,2028-08-16,No,,,Entrepreneur without personnel,4323.0,27554,Yes,1,,NA,1,Created
5273,2011-01-01,5273,Female,53,1958-12-14,0.00312,Divorced,0,,,No,,,Permanent contract,47491.0,462871,Yes,0,,NA,1,Created
5274,2011-01-01,5274,Female,65,1946-05-08,0.007559999999999999,Divorced,0,,,No,,,Entrepreneur without personnel,47730.0,192279,No,0,,NA,1,Created
17290,2011-05-08,5274,Female,66,1946-05-08,0.007559999999999999,Divorced,0,,,No,,,Retired,33411.0,192279,No,0,,NA,1,Life event: Retired
5275,2011-01-01,5275,Male,20,1991-10-02,0.00045,Single,0,,,Yes,40.0,2031-10-22,Permanent contract,21570.0,23092,Yes,0,,NA,1,Created
5276,2011-01-01,5276,Male,27,1984-05-17,0.00044,Single,0,,,No,,,Entrepreneur without personnel,18134.0,281026,Yes,0,,NA,1,Created
5277,2011-01-01,5277,Male,49,1962-04-21,0.00242,Married,1071,,2031-11-22,No,,,Flexible contract,4872.0,9165,No,2,,NA,1,Created
5278,2011-01-01,5278,Male,26,1985-03-23,1.0,Single,0,,,No,,,Permanent contract,53922.0,-48620,Yes,0,,NA,1,Created
18241,2011-11-25,5278,Male,27,1985-03-23,1.0,Single,0,,,No,,,Permanent contract,53922.0,-48620,Yes,0,,NA,0,Life event: Deceased
5279,2011-01-01,5279,Female,14,1997-08-03,9e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,25.0,2022-09-01,1,Created
5280,2011-01-01,5280,Male,20,1991-04-22,0.00045,Single,0,,,Yes,37.0,2028-02-16,Permanent contract,26072.0,329859,Yes,0,,NA,1,Created
5281,2011-01-01,5281,Male,44,1967-12-05,0.0013599999999999999,Married,1072,,2044-09-28,No,,,Flexible contract,10929.0,304988,No,1,,NA,1,Created
5282,2011-01-01,5282,Male,87,1924-11-15,0.12537,Widowed,0,,,No,,,Retired,24872.0,231,No,0,,NA,1,Created
5283,2011-01-01,5283,Female,67,1944-10-29,0.00974,Married,1102,,2027-11-02,Yes,,,Permanent contract,2210.0,148648,No,2,,NA,1,Created
18111,2011-10-29,5283,Female,68,1944-10-29,0.00974,Married,1102,,2027-11-02,Yes,,,Retired,1547.0,148648,No,2,,NA,1,Life event: Retired
5284,2011-01-01,5284,Female,56,1955-06-11,0.0041,Married,1103,,2018-01-14,No,,,Permanent contract,83964.0,231063,Yes,3,,NA,1,Created
17637,2011-07-16,5284,Female,57,1955-06-11,0.0041,Widowed,1103,,2018-01-14,No,,,Permanent contract,83964.0,231063,Yes,3,,NA,1,Life event: Widowed
5285,2011-01-01,5285,Female,9,2002-01-17,2.9999999999999997e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,34.0,2036-08-03,1,Created
5286,2011-01-01,5286,Male,16,1995-01-29,0.00029,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
5287,2011-01-01,5287,Male,60,1951-11-20,0.006840000000000001,Married,1073,,2011-12-16,No,,,Permanent contract,53753.0,61686,Yes,1,,NA,1,Created
18341,2011-12-16,5287,Male,61,1951-11-20,0.006840000000000001,Divorced,1073,,2011-12-16,No,,,Permanent contract,53753.0,61686,Yes,1,,NA,1,Life event: Divorced
5288,2011-01-01,5288,Female,48,1963-07-25,0.0018800000000000002,Married,1104,,2040-08-16,No,,,Flexible contract,19621.0,41740,Yes,1,,NA,1,Created
5289,2011-01-01,5289,Female,24,1987-09-14,0.00018999999999999998,Single,0,,,No,,,Unemployed,2371.0,687751,Yes,0,32.0,2019-04-27,1,Created
5290,2011-01-01,5290,Male,8,2003-01-08,9e-05,Single,0,,,Yes,32.0,2035-11-25,Child,0.0,0,Yes,0,,NA,1,Created
5291,2011-01-01,5291,Female,64,1947-05-23,0.00713,Married,1105,,2056-06-19,Yes,,,Permanent contract,84616.0,107849,Yes,1,,NA,1,Created
17363,2011-05-23,5291,Female,65,1947-05-23,0.00713,Married,1105,,2056-06-19,Yes,,,Retired,59231.2,107849,Yes,1,,NA,1,Life event: Retired
5292,2011-01-01,5292,Female,6,2005-11-17,8e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,33.0,2038-10-19,1,Created
5293,2011-01-01,5293,Female,54,1957-10-27,0.00313,Married,1106,,2049-03-15,Yes,,,Permanent contract,58101.0,82966,Yes,1,,NA,1,Created
5294,2011-01-01,5294,Male,63,1948-07-05,0.00945,Divorced,0,,,Yes,,,Unemployed,42386.0,2897,Yes,0,,NA,1,Created
5295,2011-01-01,5295,Male,78,1933-07-24,0.04668,Married,1074,,2016-05-15,No,,,Retired,46407.0,154774,Yes,2,,NA,1,Created
5296,2011-01-01,5296,Male,40,1971-03-18,0.0009400000000000001,Single,0,,,No,,,Flexible contract,5858.0,-1998,No,0,,NA,1,Created
5297,2011-01-01,5297,Female,40,1971-12-10,0.0006900000000000001,Married,1107,,2031-08-01,No,,,Flexible contract,14994.0,-39191,Yes,3,,NA,1,Created
5298,2011-01-01,5298,Female,54,1957-10-25,0.00313,Single,0,,,Yes,31.0,,Permanent contract,13383.0,64,No,0,,NA,1,Created
5299,2011-01-01,5299,Male,74,1937-10-22,0.0295,Married,1075,,2030-08-21,Yes,,,Retired,22112.0,4175,Yes,2,,NA,1,Created
5300,2011-01-01,5300,Female,77,1934-12-05,0.0259,Divorced,0,,,No,,,Retired,19862.0,345,Yes,0,,NA,1,Created
5301,2011-01-01,5301,Male,11,2000-11-14,9e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
